"","NR_CONVENIO","ID_PROPOSTA","SIT_CONVENIO","INSTRUMENTO_ATIVO","IND_OPERA_OBTV","DIA_INIC_VIGENC_CONV","DIA_FIM_VIGENC_CONV","Ano_FIM","DIA_FIM_VIGENC_ORIGINAL_CONV","VL_GLOBAL_CONV","VL_REPASSE_CONV","VL_CONTRAPARTIDA_CONV","VALOR_GLOBAL_ORIGINAL_CONV","VALOR_REPASSE_EMENDA","MUNICIPIO","OBJETO_PROPOSTA","NATUREZA_JURIDICA","NM_PROPONENTE","DESC_ORGAO_SUP","DESC_ORGAO","PORCENT_EMENDA","PORCENT_CONTRAPARTIDA","ATRASO","MESES_ATRASO"
"57",788040,727692,"Convênio Anulado","NÃO","SIM","31/12/2013","31/12/2016",2015,"31/12/2015",714700,7e+05,14700,NA,0,"NATIVIDADE","Sistema de Esgotamento Sanitário.","Administração Pública Municipal","MUNICIPIO DE NATIVIDADE","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,2.06,"Sim",12
"58",788066,681679,"Convênio Anulado","NÃO","SIM","06/11/2013","27/09/2015",2015,"27/09/2015",256000,250000,6000,NA,0,"RIO DAS FLORES","IMPLANTAÇÃO E MODERNIZAÇÃO DE INFRAESTRUTURA ESPORTIVA","Administração Pública Municipal","MUNICIPIO DE RIO DAS FLORES","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,2.34,"Nao",0
"59",788069,693295,"Prestação de Contas Concluída","NÃO","SIM","05/11/2013","01/11/2019",2015,"01/11/2015",1844396.72,1174734.78,669661.94,1334925.89,0,"PETROPOLIS","IMPLANTAÇÃO E MODERNIZAÇÃO DE INFRAESTRUTURA ESPORTIVA","Administração Pública Municipal","MUNICIPIO DE PETROPOLIS","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,36.31,"Sim",49
"60",788096,744482,"Convênio Anulado","NÃO","SIM","26/12/2013","30/06/2016",2015,"19/09/2015",357143,350000,7143,NA,0,"PARAIBA DO SUL","REFORMA E COBERTURA DA QUADRA DA RUA DAS PALHAS","Administração Pública Municipal","PARAIBA DO SUL PREFEITURA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,2,"Sim",10
"61",788107,701386,"Convênio Anulado","NÃO","SIM","27/12/2013","01/11/2015",2015,"01/11/2015",995000,975000,20000,NA,975000,"SAO GONCALO","Reforma , Reestruturação e Modernização da Estrutura do Complexo da Vila Olimpica do Colubandê","Administração Pública Municipal","MUNICIPIO DE SAO GONCALO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",97.99,2.01,"Nao",0
"62",788241,681580,"Proposta/Plano de Trabalho Complementado em Análise","SIM","SIM","08/07/2013","08/07/2015",2015,"08/07/2015",4800000,4e+06,8e+05,NA,0,"DUQUE DE CAXIAS","Construção do Centro de Convenções e Negócios em Duque de Caxias - 1ª Etapa","Administração Pública Estadual ou do Distrito Federal","SECRETARIA DE ESTADO DE INFRAESTRUTURA E OBRAS - SEINFRA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",0,16.67,"Nao",0
"63",788562,738738,"Convênio Anulado","NÃO","SIM","06/11/2013","12/09/2016",2016,"12/09/2016",376200,292500,83700,NA,292500,"PATY DO ALFERES","construção de quadra poliesportiva","Administração Pública Municipal","MUNICIPIO DE PATY DO ALFERES","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",77.75,22.25,"Nao",0
"64",788567,740854,"Em execução","SIM","SIM","27/12/2013","31/12/2020",2016,"17/09/2016",513626.95,390000,123626.95,400140,390000,"SAPUCAIA","Construção de Quadra Esportiva","Administração Pública Municipal","MUNICIPIO DE SAPUCAIA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",75.93,24.07,"Sim",52
"65",788572,742112,"Convênio Anulado","NÃO","SIM","06/11/2013","27/09/2015",2015,"27/09/2015",325000,292500,32500,NA,292500,"BARRA DO PIRAI","Construção de Quadra Poliesportiva no município de Barra do Piraí.","Administração Pública Municipal","MUNICIPIO DE BARRA DO PIRAI","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",90,10,"Nao",0
"66",788631,723904,"Convênio Anulado","NÃO","SIM","12/12/2013","30/03/2016",2015,"02/09/2015",298500,292500,6000,NA,292500,"MIGUEL PEREIRA","Construção de infraestrutura esportiva no Município de Miguel Pereira.","Administração Pública Municipal","MUNICIPIO DE MIGUEL PEREIRA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",97.99,2.01,"Sim",7
"67",788637,754139,"Prestação de Contas Aprovada com Ressalvas","NÃO","SIM","26/12/2013","15/03/2017",2015,"22/09/2015",1037600.98,951895.14,85705.84,1062750,951895.14,"BELFORD ROXO","CONSTRUÇÃO DE QUADRA NO MUNICIPIO DE BELFORD ROXO","Administração Pública Municipal","MUNICIPIO DE BELFORD ROXO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",91.74,8.26,"Sim",18
"68",788638,754288,"Em execução","SIM","SIM","26/12/2013","31/12/2020",2015,"22/09/2015",1477885.55,1355858.21,122027.34,1487850,1355858.21,"BELFORD ROXO","REFORMA E MODERNIZAÇÃO DA VILA OLIMPICA - 1º ETAPA","Administração Pública Municipal","MUNICIPIO DE BELFORD ROXO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",91.74,8.26,"Sim",64
"69",788668,737964,"Prestação de Contas em Análise","SIM","SIM","06/11/2013","14/12/2018",2015,"27/09/2015",337623.9,286650,50973.9,298469.39,286650,"BARRA MANSA","IMPLANTAÇÃO DE EQUIPAMENTO ESPORTIVO.","Administração Pública Municipal","MUNICIPIO DE BARRA MANSA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",84.9,15.1,"Sim",39
"70",789001,718659,"Em execução","SIM","SIM","06/11/2013","31/12/2020",2015,"01/11/2015",505294.4,487500,17794.4,497500,487500,"SILVA JARDIM","Revitalização da Praça Amaral Peixoto- centro- Silva Jardim","Administração Pública Municipal","MUNICIPIO DE SILVA JARDIM","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",96.48,3.52,"Sim",63
"71",789005,737695,"Em execução","SIM","SIM","06/11/2013","31/12/2020",2015,"01/11/2015",304687.5,292500,12187.5,NA,292500,"TANGUA","Estruturação da área de apresentação da Praça Robson Siqueira Nunes","Administração Pública Municipal","MUNICIPIO DE TANGUA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",96,4,"Sim",63
"72",789045,727837,"Convênio Anulado","NÃO","SIM","31/12/2013","30/06/2016",2016,"30/06/2016",440000,4e+05,40000,NA,4e+05,"CACHOEIRAS DE MACACU","IMPLANTAÇÃO DE UM CENTRO VOCACIONAL TECNOLÓGICO NO MUNICÍPIO DE CACHOEIRAS DE MACACU.","Administração Pública Municipal","MUNICIPIO DE CACHOEIRAS DE MACACU","MINIST. DA CIENCIA, TECNOL., INOV. E COMUNICACOES","MINIST. DA CIENCIA, TECNOL., INOV. E COMUNICACOES",90.91,9.09,"Nao",0
"73",789166,738771,"Prestação de Contas Aprovada com Ressalvas","NÃO","SIM","31/12/2013","01/05/2016",2015,"01/11/2015",2150000,1950000,2e+05,NA,1950000,"ITABORAI","APOIO A PROJETOS DE INFRAESTRUTURA TURÍSTICA - Construção de Praça no município de Itaboraí.","Administração Pública Municipal","MUNICIPIO DE ITABORAI","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",90.7,9.3,"Sim",6
"74",789245,759006,"Convênio Anulado","NÃO","SIM","27/12/2013","17/09/2016",2016,"17/09/2016",503100,493100,10000,NA,493100,"AREAL","Pavimentação e Drenagem em trecho da rua Manoel Martins Junior","Administração Pública Municipal","MUNICIPIO DE AREAL","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",98.01,1.99,"Nao",0
"75",789455,734784,"Convênio Anulado","NÃO","SIM","31/12/2013","27/09/2015",2015,"27/09/2015",2148478.26,1976600,171878.26,NA,1976600,"RIO DE JANEIRO","Implantação de uma praça com 2(duas) quadras poliesportivas, academia da terceira idade, via carroçável, vias de pedestres, drenagem, paisagismo, iluminação pública, coleta de lixo, espaços com brinquedos para crianças de 0 a 5 anos e de 5 a 10 anos.","Administração Pública Municipal","MUNICIPIO DE RIO DE JANEIRO","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",92,8,"Nao",0
"76",789675,729362,"Convênio Anulado","NÃO","SIM","26/12/2013","15/09/2016",2016,"15/09/2016",295300,295300,0,NA,295300,"PARAIBA DO SUL","Reurbanização da Avenida Marechal Castelo Branco","Administração Pública Municipal","PARAIBA DO SUL PREFEITURA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",100,0,"Nao",0
"77",789720,731766,"Prestação de Contas Concluída","NÃO","SIM","30/12/2013","14/09/2018",2015,"26/09/2015",411995.79,361989.72,50006.07,537479,361989.72,"BELFORD ROXO","ESTRUTURAÇÃO DE TERMINAL RODOVIÁRIO- LOTE XV entre as avenidas Joaquim da Costa Lima, Presidente Kennedy e Estrada Manoel de Sá","Administração Pública Municipal","MUNICIPIO DE BELFORD ROXO","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",87.86,12.14,"Sim",36
"78",789724,731952,"Em execução","SIM","SIM","31/12/2013","31/12/2020",2015,"27/09/2015",2517417.55,1976600,540817.55,2171130.92,1976600,"NOVA IGUACU","Obras de infra-estrutura urbana incluindo rede de esgotamento sanitário, drenagem e pavimentação em diversas ruas  do Bairro Jardim Palmares, em Comendador Soares – Nova Iguaçu – RJ , a saber:  Rua Maria Teixeira de Melo com 1.037,00 ml","Administração Pública Municipal","MUNICIPIO DE NOVA IGUACU","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",78.52,21.48,"Sim",64
"79",789743,733311,"Em execução","SIM","SIM","31/12/2013","31/12/2020",2015,"27/09/2015",3168233.49,1482100,1686133.49,1626596.64,1482100,"NOVA IGUACU","Obras de infra-estrutura urbana incluindo saneamento, drenagem e pavimentação em diversas ruas do Bairro Jardim Palmares, em Comendador Soares – Nova Iguaçu – RJ , a saber: Rua Gisela Azevedo Nascimento com 621,00 ml e Rua Marcia Costa com 533,00 ml, Totalizando uma extensão na ordem de 1.154,00 ml","Administração Pública Municipal","MUNICIPIO DE NOVA IGUACU","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",46.78,53.22,"Sim",64
"80",789745,733315,"Em execução","SIM","SIM","31/12/2013","31/12/2020",2015,"27/09/2015",2720695.06,1976600,744095.06,2171402.99,1976600,"NOVA IGUACU","Obras de infra-estrutura urbana incluindo saneamento, drenagem e pavimentação em diversas ruas do Bairro Jardim Palmares, em Comendador Soares – Nova Iguaçu – RJ , a saber: Rua Cyrtalina Viana Teixeira com 375,00 ml, Rua Aluisio Nascimento com 807,00 ml e Rua Ozibete Belo da Silva com 100,00 ml ,totalizando uma extensão na ordem de 1.282,00,00 ml.","Administração Pública Municipal","MUNICIPIO DE NOVA IGUACU","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",72.65,27.35,"Sim",64
"81",789773,735513,"Prestação de Contas Aprovada","NÃO","SIM","31/12/2013","30/06/2017",2015,"01/11/2015",1250000,987600,262400,NA,987600,"TANGUA","Obra de pavimentação, de vias e passeios, drenagem e construção de ponte sobre o Rio Ipitangas para interligar as Ruas Vereador Antônio Teixeira de Macedo (Bairro Centro) e Silvia Souza dos Santos (Bairro Pinhão)","Administração Pública Municipal","MUNICIPIO DE TANGUA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",79.01,20.99,"Sim",20
"82",789787,722164,"Convênio Anulado","NÃO","SIM","13/12/2013","30/11/2016",2015,"03/09/2015",1031134.73,948643.95,82490.78,996720,948643.95,"ANGRA DOS REIS","IMPLANTAÇÃO E MODERNIZAÇÃO DE INFRAESTRUTURA ESPORTIVA","Administração Pública Municipal","MUNICIPIO DE ANGRA DOS REIS","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",92,8,"Sim",15
"83",789799,742224,"Convênio Anulado","NÃO","SIM","19/12/2013","09/09/2015",2015,"09/09/2015",906836.74,888700,18136.74,NA,888700,"RIO CLARO","Contenção de Encostas – Estrada do Jatobá (1º Distrito) Rua da Cachoeira (2º Distrito)","Administração Pública Municipal","MUNICIPIO DE RIO CLARO","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",98,2,"Nao",0
"84",789946,775476,"Aguardando Prestação de Contas","SIM","SIM","06/11/2013","30/12/2019",2015,"27/09/2015",1390129.26,1170000,220129.26,1200000,1170000,"VASSOURAS","Implantação e Modernização de Infraestrutura para Esporte Educacional","Administração Pública Municipal","MUNICIPIO DE VASSOURAS","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",84.16,15.84,"Sim",52
"85",790298,738886,"Em execução","SIM","SIM","27/12/2013","30/09/2020",2016,"15/09/2016",1535750.72,1276334.18,259416.54,1610978.26,1276334.18,"BARRA MANSA","REVITALIZAÇÃO DE CALÇADAS DA AVENIDA PRESIDENTE KENNEDY NO BAIRRO ANO BOM","Administração Pública Municipal","MUNICIPIO DE BARRA MANSA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",83.11,16.89,"Sim",49
"86",790304,741901,"Em execução","SIM","SIM","27/12/2013","31/12/2020",2016,"17/09/2016",1131837.61,1024352.53,107485.08,2020000,1024352.53,"AREAL","Construção de calçadas, ciclovia e acessibilidade na Via Principal da cidade de Areal.","Administração Pública Municipal","MUNICIPIO DE AREAL","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",90.5,9.5,"Sim",52
"87",790311,730616,"Em execução","SIM","SIM","18/11/2013","31/12/2020",2015,"01/11/2015",2177121.66,1976600,200521.66,2148478.26,1976600,"ITABORAI","PAVIMENTAÇÃO NO MUNICÍPIO DE ITABORAÍ","Administração Pública Municipal","MUNICIPIO DE ITABORAI","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",90.79,9.21,"Sim",63
"88",790328,747471,"Em execução","SIM","SIM","30/12/2013","31/12/2020",2015,"01/11/2015",447834.21,394200,53634.21,394200,394200,"SAO PEDRO DA ALDEIA","Obra de infraestrutura e construção de ciclovia no município de São Pedro da Aldeia - RJ","Administração Pública Municipal","MUNICIPIO DE SAO PEDRO DA ALDEIA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",88.02,11.98,"Sim",63
"89",790330,711112,"Prestação de Contas Concluída","NÃO","SIM","26/11/2013","01/08/2018",2015,"01/11/2015",350000,245850,104150,NA,245850,"CACHOEIRAS DE MACACU","PAVIMENTAÇÃO E DRENAGEM DE RUAS DO BAIRRO SÃO PEDRO EM JAPUÍBA","Administração Pública Municipal","MUNICIPIO DE CACHOEIRAS DE MACACU","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",70.24,29.76,"Sim",33
"90",790484,771789,"Convênio Anulado","NÃO","SIM","22/11/2013","16/09/2016",2016,"16/09/2016",510250,5e+05,10250,NA,0,"PATY DO ALFERES","Infraestrutura Esportiva","Administração Pública Municipal","MUNICIPIO DE PATY DO ALFERES","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,2.01,"Nao",0
"91",791102,776651,"Convênio Anulado","NÃO","SIM","09/01/2014","09/07/2015",2015,"09/07/2015",1430000,1400000,30000,NA,1400000,"IGUABA GRANDE","Implantação de rede extravasora na Rua Gremio Del Viandant ligando o Rio da Capivara a Lagoa de Araruama nos trechos entre a Avenida Nossa Senhora de Nazareth e a Rodovia Amaral Peixoto, dragagem e ampliação da passagem sob a Rodovia Amaral Peixoto do Rio Ubá no trecho entre a Rua São Paulo e a Lagoa de Araruama, todos no município de Iguaba Grande/RJ.","Administração Pública Municipal","MUNICIPIO DE IGUABA GRANDE","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",97.9,2.1,"Nao",0
"92",791257,738342,"Prestação de Contas Iniciada Por Antecipação","SIM","SIM","12/12/2013","30/11/2019",2016,"04/09/2016",521643.36,493100,28543.36,535978.27,493100,"BARRA MANSA","REVITALIZAÇÃO DA PRAÇA DO BAIRRO ROSELANDIA.","Administração Pública Municipal","MUNICIPIO DE BARRA MANSA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",94.53,5.47,"Sim",39
"93",791353,738734,"Convênio Anulado","NÃO","SIM","27/12/2013","22/09/2016",2016,"22/09/2016",712158.84,394200,317958.84,750000,394200,"BARRA MANSA","IMPLANTAÇÃO DE VIA DE INTERLIGAÇÃO À AVENIDA JOSÉ GONÇALVES REBOLLAS, NO BAIRRO SIDERLÂNDIA","Administração Pública Municipal","MUNICIPIO DE BARRA MANSA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",55.35,44.65,"Nao",0
"94",791366,754133,"Prestação de Contas Concluída","NÃO","SIM","26/12/2013","16/09/2016",2015,"22/09/2015",916294.31,795621.26,120673.05,1076484,795621.26,"BELFORD ROXO","REVITALIZAÇÃO DE PRAÇA NO BAIRRO WONA","Administração Pública Municipal","MUNICIPIO DE BELFORD ROXO","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",86.83,13.17,"Sim",12
"95",791615,754369,"Prestação de Contas Aprovada","NÃO","SIM","26/12/2013","15/04/2017",2015,"22/09/2015",295502.62,271103.32,24399.3,531375,271103.32,"BELFORD ROXO","REFORMA DE PRAÇA NO CENTRO DE BELFORD ROXO","Administração Pública Municipal","MUNICIPIO DE BELFORD ROXO","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",91.74,8.26,"Sim",19
"96",791616,754861,"Prestação de Contas Concluída","NÃO","SIM","25/11/2013","18/03/2019",2016,"30/09/2016",402734.47,390000,12734.47,4e+05,390000,"MENDES","Modernização e Revitalização da Praça da Bandeira","Administração Pública Municipal","MUNICIPIO DE MENDES","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",96.84,3.16,"Sim",30
"97",792014,792590,"Aguardando Prestação de Contas","SIM","SIM","20/12/2013","14/01/2019",2015,"30/03/2015",2391290.03,2001551.99,0,NA,0,"RIO DE JANEIRO","Consertos e Adaptações do Prédio do Laboratório de Ensaios Não Destrutivos, Corrosão e Soldagem – LNDC no Centro de Tecnologia - CT.","Organização da Sociedade Civil","FUNDACAO COORDENACAO DE PROJETOS,PESQUISAS E ESTUDOS TECNOLOGICOS COPPETEC","MINISTERIO DA EDUCACAO","UNIVERSIDADE FEDERAL DO RIO DE JANEIRO",0,0,"Sim",46
"98",792140,723804,"Convênio Anulado","NÃO","SIM","20/12/2013","30/03/2016",2015,"10/09/2015",456300,438750,17550,NA,438750,"MIGUEL PEREIRA","Restruturação de ponte e instalação de chafariz flutuante com iluminação no Lago de Javary - Município de Miguel Pereira.","Administração Pública Municipal","MUNICIPIO DE MIGUEL PEREIRA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",96.15,3.85,"Sim",7
"99",792271,792843,"Convênio Anulado","NÃO","SIM","30/12/2013","01/05/2016",2015,"01/11/2015",1620000,1500000,120000,NA,1500000,"ITABORAI","Implantação de Restaurante Popular no Município de Itaboraí","Administração Pública Municipal","MUNICIPIO DE ITABORAI","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",92.59,7.41,"Sim",6
"100",792486,744430,"Prestação de Contas em Complementação","SIM","SIM","12/12/2013","30/09/2017",2015,"02/09/2015",498542.55,487500,11042.55,5e+05,487500,"MIGUEL PEREIRA","Restauração, urbanização e revitalização de estação ferroviária e museu ferroviário no Centro do Município de Miguel Pereira.","Administração Pública Municipal","MUNICIPIO DE MIGUEL PEREIRA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",97.79,2.21,"Sim",25
"101",792637,760174,"Prestação de Contas em Análise","SIM","SIM","23/12/2013","16/10/2018",2015,"12/09/2015",1277536.06,987600,289936.06,NA,987600,"VOLTA REDONDA","Canalização do Córrego Cafuá, numa extensão de aproximadamente 340 m, as margens das Ruas 650 e 650A, entre as Pontes das Ruas 60 e frente a rua 659, no Bairro Siderópolis em Volta Redonda","Administração Pública Municipal","MUNICIPIO DE VOLTA REDONDA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",77.31,22.69,"Sim",38
"102",792658,771407,"Prestação de Contas Aprovada com Ressalvas","NÃO","SIM","30/12/2013","20/09/2016",2015,"26/09/2015",1422480,1185400,237080,NA,1185400,"QUEIMADOS","DRENAGEM, PAVIMENTAÇÃO REDE DE ÁGUA POTÁVEL E SINALIZAÇÃO VIÁRIA","Administração Pública Municipal","MUNICIPIO DE QUEIMADOS","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",83.33,16.67,"Sim",12
"103",792837,693851,"Convênio Anulado","NÃO","SIM","20/12/2013","16/09/2015",2015,"16/09/2015",1086956.52,975000,111956.52,NA,975000,"SAO JOAO DE MERITI","CONSTRUÇÃO DE PRAÇA NO PARQUE DE EVENTOS","Administração Pública Municipal","MUNICIPIO DE SAO JOAO DE MERITI","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",89.7,10.3,"Nao",0
"104",792838,693859,"Prestação de Contas Aprovada com Ressalvas","NÃO","SIM","20/12/2013","11/03/2017",2015,"16/09/2015",704678.99,632097.05,72581.94,760869.57,632097.05,"SAO JOAO DE MERITI","REVITALIZAÇÃO DE PRAÇA NO BAIRRO JARDIM MERITI","Administração Pública Municipal","MUNICIPIO DE SAO JOAO DE MERITI","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",89.7,10.3,"Sim",18
"105",793028,742389,"Em execução","SIM","SIM","26/12/2013","31/12/2020",2015,"16/09/2015",1447865.73,1418908.42,28957.31,2e+06,1418908.42,"AREAL","Revitalização e Pórtico de entrada de Areal.","Administração Pública Municipal","MUNICIPIO DE AREAL","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",98,2,"Sim",64
"106",793210,786631,"Prestação de Contas Concluída","NÃO","SIM","17/12/2013","15/12/2018",2015,"07/09/2015",360197.11,350000,10197.11,394597.29,0,"SAPUCAIA","ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE PROTEÇÃO SOCIAL BÁSICA – CONSTRUÇÃO DE CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS","Administração Pública Municipal","MUNICIPIO DE SAPUCAIA","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,2.83,"Sim",40
"107",793582,789272,"Prestação de Contas Aprovada","NÃO","SIM","17/12/2013","30/06/2017",2015,"07/09/2015",386361.29,350000,36361.29,357142.86,0,"VASSOURAS","CONSTRUÇÃO DE CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL – CRAS.","Administração Pública Municipal","MUNICIPIO DE VASSOURAS","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,9.41,"Sim",22
"108",793740,755850,"Em execução","SIM","SIM","27/12/2013","01/06/2021",2015,"01/11/2015",2290684,1976600,314084,NA,1976600,"SAO GONCALO","Execução de obras de pavimentação em logradouro na área urbana no Município de São Gonçalo.","Administração Pública Municipal","MUNICIPIO DE SAO GONCALO","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",86.29,13.71,"Sim",68
